match_id,batting_team,innings_total_runs,wickets_lost,winner,,,,
1082593,Gujarat Lions,183,4,KOLKATA KNIGHT RIDERS,,,,
1082593,Kolkata Knight Riders,184,0,KOLKATA KNIGHT RIDERS,,,,
1082594,Kings XI Punjab,164,4,KINGS XI PUNJAB,,,,
1082594,Rising Pune Supergiant,163,6,KINGS XI PUNJAB,,,,
1082595,Delhi Daredevils,142,9,ROYAL CHALLENGERS BANGALORE,,,,
1082595,Royal Challengers Bangalore,157,7,ROYAL CHALLENGERS BANGALORE,,,,
1082596,Gujarat Lions,135,6,SUNRISERS HYDERABAD,,,,
1082596,Sunrisers Hyderabad,140,1,SUNRISERS HYDERABAD,,,,
1082597,Kolkata Knight Riders,178,7,MUMBAI INDIANS,,,,
1082597,Mumbai Indians,180,6,MUMBAI INDIANS,,,,
1082598,Kings XI Punjab,150,2,KINGS XI PUNJAB,,,,
1082598,Royal Challengers Bangalore,148,4,KINGS XI PUNJAB,,,,
1082599,Delhi Daredevils,205,3,DELHI DAREDEVILS,,,,
1082599,Rising Pune Supergiant,108,10,DELHI DAREDEVILS,,,,
1082600,Mumbai Indians,159,6,MUMBAI INDIANS,,,,
1082600,Sunrisers Hyderabad,158,8,MUMBAI INDIANS,,,,
1082601,Kings XI Punjab,170,9,KOLKATA KNIGHT RIDERS,,,,
1082601,Kolkata Knight Riders,171,2,KOLKATA KNIGHT RIDERS,,,,
1082602,Mumbai Indians,145,6,MUMBAI INDIANS,,,,
1082602,Royal Challengers Bangalore,142,4,MUMBAI INDIANS,,,,
1082603,Gujarat Lions,172,3,GUJARAT LIONS,,,,
1082603,Rising Pune Supergiant,171,8,GUJARAT LIONS,,,,
1082604,Kolkata Knight Riders,172,6,KOLKATA KNIGHT RIDERS,,,,
1082604,Sunrisers Hyderabad,155,6,KOLKATA KNIGHT RIDERS,,,,
1082605,Delhi Daredevils,188,6,DELHI DAREDEVILS,,,,
1082605,Kings XI Punjab,137,9,DELHI DAREDEVILS,,,,
1082606,Gujarat Lions,176,4,MUMBAI INDIANS,,,,
1082606,Mumbai Indians,177,4,MUMBAI INDIANS,,,,
1082607,Rising Pune Supergiant,161,7,RISING PUNE SUPERGIANT,,,,
1082607,Royal Challengers Bangalore,134,9,RISING PUNE SUPERGIANT,,,,
1082608,Delhi Daredevils,168,6,KOLKATA KNIGHT RIDERS,,,,
1082608,Kolkata Knight Riders,169,6,KOLKATA KNIGHT RIDERS,,,,
1082609,Kings XI Punjab,154,10,SUNRISERS HYDERABAD,,,,
1082609,Sunrisers Hyderabad,159,6,SUNRISERS HYDERABAD,,,,
1082610,Gujarat Lions,192,6,ROYAL CHALLENGERS BANGALORE,,,,
1082610,Royal Challengers Bangalore,213,2,ROYAL CHALLENGERS BANGALORE,,,,
1082611,Delhi Daredevils,176,4,SUNRISERS HYDERABAD,,,,
1082611,Sunrisers Hyderabad,191,4,SUNRISERS HYDERABAD,,,,
1082612,Kings XI Punjab,198,4,MUMBAI INDIANS,,,,
1082612,Mumbai Indians,199,2,MUMBAI INDIANS,,,,
1082613,Gujarat Lions,188,6,GUJARAT LIONS,,,,
1082613,Kolkata Knight Riders,187,4,GUJARAT LIONS,,,,
1082614,Delhi Daredevils,128,6,MUMBAI INDIANS,,,,
1082614,Mumbai Indians,142,5,MUMBAI INDIANS,,,,
1082615,Rising Pune Supergiant,179,3,RISING PUNE SUPERGIANT,,,,
1082615,Sunrisers Hyderabad,176,3,RISING PUNE SUPERGIANT,,,,
1082616,Gujarat Lions,162,7,KINGS XI PUNJAB,,,,
1082616,Kings XI Punjab,188,6,KINGS XI PUNJAB,,,,
1082617,Kolkata Knight Riders,131,10,KOLKATA KNIGHT RIDERS,,,,
1082617,Royal Challengers Bangalore,49,10,KOLKATA KNIGHT RIDERS,,,,
1082618,Mumbai Indians,157,7,RISING PUNE SUPERGIANT,,,,
1082618,Rising Pune Supergiant,160,6,RISING PUNE SUPERGIANT,,,,
1082620,Kolkata Knight Riders,184,2,KOLKATA KNIGHT RIDERS,,,,
1082620,Rising Pune Supergiant,182,5,KOLKATA KNIGHT RIDERS,,,,
1082621,Gujarat Lions,135,3,GUJARAT LIONS,,,,
1082621,Royal Challengers Bangalore,134,8,GUJARAT LIONS,,,,
1082622,Delhi Daredevils,160,5,KOLKATA KNIGHT RIDERS,,,,
1082622,Kolkata Knight Riders,161,2,KOLKATA KNIGHT RIDERS,,,,
1082623,Kings XI Punjab,181,9,SUNRISERS HYDERABAD,,,,
1082623,Sunrisers Hyderabad,207,3,SUNRISERS HYDERABAD,,,,
1082624,Rising Pune Supergiant,157,3,RISING PUNE SUPERGIANT,,,,
1082624,Royal Challengers Bangalore,96,8,RISING PUNE SUPERGIANT,,,,
1082625,Gujarat Lions,159,8,MUMBAI INDIANS,,,,
1082625,Mumbai Indians,164,8,MUMBAI INDIANS,,,,
1082626,Delhi Daredevils,67,10,KINGS XI PUNJAB,,,,
1082626,Kings XI Punjab,68,0,KINGS XI PUNJAB,,,,
1082627,Kolkata Knight Riders,161,7,SUNRISERS HYDERABAD,,,,
1082627,Sunrisers Hyderabad,209,1,SUNRISERS HYDERABAD,,,,
1082628,Mumbai Indians,165,5,MUMBAI INDIANS,,,,
1082628,Royal Challengers Bangalore,162,7,MUMBAI INDIANS,,,,
1082629,Gujarat Lions,161,8,RISING PUNE SUPERGIANT,,,,
1082629,Rising Pune Supergiant,167,4,RISING PUNE SUPERGIANT,,,,
1082630,Delhi Daredevils,189,4,DELHI DAREDEVILS,,,,
1082630,Sunrisers Hyderabad,185,3,DELHI DAREDEVILS,,,,
1082631,Kolkata Knight Riders,155,7,RISING PUNE SUPERGIANT,,,,
1082631,Rising Pune Supergiant,158,6,RISING PUNE SUPERGIANT,,,,
1082632,Delhi Daredevils,214,3,DELHI DAREDEVILS,,,,
1082632,Gujarat Lions,208,5,DELHI DAREDEVILS,,,,
1082633,Kings XI Punjab,138,7,KINGS XI PUNJAB,,,,
1082633,Royal Challengers Bangalore,119,10,KINGS XI PUNJAB,,,,
1082634,Rising Pune Supergiant,148,6,RISING PUNE SUPERGIANT,,,,
1082634,Sunrisers Hyderabad,136,9,RISING PUNE SUPERGIANT,,,,
1082635,Delhi Daredevils,66,10,MUMBAI INDIANS,,,,
1082635,Mumbai Indians,212,3,MUMBAI INDIANS,,,,
1082636,Kolkata Knight Riders,159,4,KOLKATA KNIGHT RIDERS,,,,
1082636,Royal Challengers Bangalore,158,6,KOLKATA KNIGHT RIDERS,,,,
1082637,Gujarat Lions,192,4,GUJARAT LIONS,,,,
1082637,Kings XI Punjab,189,3,GUJARAT LIONS,,,,
1082638,Mumbai Indians,138,7,SUNRISERS HYDERABAD,,,,
1082638,Sunrisers Hyderabad,140,3,SUNRISERS HYDERABAD,,,,
1082639,Kings XI Punjab,167,6,KINGS XI PUNJAB,,,,
1082639,Kolkata Knight Riders,153,5,KINGS XI PUNJAB,,,,
1082640,Delhi Daredevils,197,5,DELHI DAREDEVILS,,,,
1082640,Gujarat Lions,195,4,DELHI DAREDEVILS,,,,
1082641,Kings XI Punjab,230,3,KINGS XI PUNJAB,,,,
1082641,Mumbai Indians,223,6,KINGS XI PUNJAB,,,,
1082642,Delhi Daredevils,168,7,DELHI DAREDEVILS,,,,
1082642,Rising Pune Supergiant,161,6,DELHI DAREDEVILS,,,,
1082643,Gujarat Lions,154,10,SUNRISERS HYDERABAD,,,,
1082643,Sunrisers Hyderabad,158,2,SUNRISERS HYDERABAD,,,,
1082644,Kolkata Knight Riders,164,8,MUMBAI INDIANS,,,,
1082644,Mumbai Indians,173,4,MUMBAI INDIANS,,,,
1082645,Kings XI Punjab,73,9,RISING PUNE SUPERGIANT,,,,
1082645,Rising Pune Supergiant,78,1,RISING PUNE SUPERGIANT,,,,
1082646,Delhi Daredevils,151,10,ROYAL CHALLENGERS BANGALORE,,,,
1082646,Royal Challengers Bangalore,161,4,ROYAL CHALLENGERS BANGALORE,,,,
1082647,Mumbai Indians,142,8,RISING PUNE SUPERGIANT,,,,
1082647,Rising Pune Supergiant,162,3,RISING PUNE SUPERGIANT,,,,
1082648,Kolkata Knight Riders,48,2,KOLKATA KNIGHT RIDERS,,,,
1082648,Sunrisers Hyderabad,128,7,KOLKATA KNIGHT RIDERS,,,,
1082649,Kolkata Knight Riders,107,10,MUMBAI INDIANS,,,,
1082649,Mumbai Indians,111,4,MUMBAI INDIANS,,,,
1082650,Mumbai Indians,129,6,MUMBAI INDIANS,,,,
1082650,Rising Pune Supergiant,128,5,MUMBAI INDIANS,,,,
1136561,Chennai Super Kings,169,9,CHENNAI SUPER KINGS,,,,
1136561,Mumbai Indians,165,4,CHENNAI SUPER KINGS,,,,
1136562,Delhi Daredevils,166,6,KINGS XI PUNJAB,,,,
1136562,Kings XI Punjab,167,4,KINGS XI PUNJAB,,,,
1136563,Kolkata Knight Riders,177,6,KOLKATA KNIGHT RIDERS,,,,
1136563,Royal Challengers Bangalore,176,7,KOLKATA KNIGHT RIDERS,,,,
1136564,Rajasthan Royals,125,7,SUNRISERS HYDERABAD,,,,
1136564,Sunrisers Hyderabad,127,1,SUNRISERS HYDERABAD,,,,
1136565,Chennai Super Kings,205,5,CHENNAI SUPER KINGS,,,,
1136565,Kolkata Knight Riders,202,5,CHENNAI SUPER KINGS,,,,
1136566,Delhi Daredevils,60,3,RAJASTHAN ROYALS,,,,
1136566,Rajasthan Royals,153,4,RAJASTHAN ROYALS,,,,
1136567,Mumbai Indians,147,8,SUNRISERS HYDERABAD,,,,
1136567,Sunrisers Hyderabad,151,9,SUNRISERS HYDERABAD,,,,
1136568,Kings XI Punjab,155,10,ROYAL CHALLENGERS BANGALORE,,,,
1136568,Royal Challengers Bangalore,159,5,ROYAL CHALLENGERS BANGALORE,,,,
1136569,Delhi Daredevils,195,3,DELHI DAREDEVILS,,,,
1136569,Mumbai Indians,194,7,DELHI DAREDEVILS,,,,
1136570,Kolkata Knight Riders,138,8,SUNRISERS HYDERABAD,,,,
1136570,Sunrisers Hyderabad,139,5,SUNRISERS HYDERABAD,,,,
1136571,Rajasthan Royals,217,4,RAJASTHAN ROYALS,,,,
1136571,Royal Challengers Bangalore,198,6,RAJASTHAN ROYALS,,,,
1136572,Chennai Super Kings,193,4,KINGS XI PUNJAB,,,,
1136572,Kings XI Punjab,197,7,KINGS XI PUNJAB,,,,
1136573,Delhi Daredevils,129,10,KOLKATA KNIGHT RIDERS,,,,
1136573,Kolkata Knight Riders,200,9,KOLKATA KNIGHT RIDERS,,,,
1136574,Mumbai Indians,213,5,MUMBAI INDIANS,,,,
1136574,Royal Challengers Bangalore,167,8,MUMBAI INDIANS,,,,
1136575,Kolkata Knight Riders,163,2,KOLKATA KNIGHT RIDERS,,,,
1136575,Rajasthan Royals,160,7,KOLKATA KNIGHT RIDERS,,,,
1136576,Kings XI Punjab,193,3,KINGS XI PUNJAB,,,,
1136576,Sunrisers Hyderabad,178,4,KINGS XI PUNJAB,,,,
1136577,Chennai Super Kings,204,5,CHENNAI SUPER KINGS,,,,
1136577,Rajasthan Royals,140,10,CHENNAI SUPER KINGS,,,,
1136578,Kings XI Punjab,126,1,KINGS XI PUNJAB,,,,
1136578,Kolkata Knight Riders,191,6,KINGS XI PUNJAB,,,,
1136579,Delhi Daredevils,174,5,ROYAL CHALLENGERS BANGALORE,,,,
1136579,Royal Challengers Bangalore,176,3,ROYAL CHALLENGERS BANGALORE,,,,
1136580,Chennai Super Kings,182,2,CHENNAI SUPER KINGS,,,,
1136580,Sunrisers Hyderabad,178,6,CHENNAI SUPER KINGS,,,,
1136581,Mumbai Indians,167,6,RAJASTHAN ROYALS,,,,
1136581,Rajasthan Royals,168,7,RAJASTHAN ROYALS,,,,
1136582,Delhi Daredevils,139,7,KINGS XI PUNJAB,,,,
1136582,Kings XI Punjab,143,8,KINGS XI PUNJAB,,,,
1136583,Mumbai Indians,87,10,SUNRISERS HYDERABAD,,,,
1136583,Sunrisers Hyderabad,118,8,SUNRISERS HYDERABAD,,,,
1136584,Chennai Super Kings,207,4,CHENNAI SUPER KINGS,,,,
1136584,Royal Challengers Bangalore,205,6,CHENNAI SUPER KINGS,,,,
1136585,Kings XI Punjab,119,9,SUNRISERS HYDERABAD,,,,
1136585,Sunrisers Hyderabad,132,6,SUNRISERS HYDERABAD,,,,
1136586,Delhi Daredevils,219,3,DELHI DAREDEVILS,,,,
1136586,Kolkata Knight Riders,164,8,DELHI DAREDEVILS,,,,
1136587,Chennai Super Kings,169,5,MUMBAI INDIANS,,,,
1136587,Mumbai Indians,170,2,MUMBAI INDIANS,,,,
1136588,Rajasthan Royals,140,6,SUNRISERS HYDERABAD,,,,
1136588,Sunrisers Hyderabad,151,7,SUNRISERS HYDERABAD,,,,
1136589,Kolkata Knight Riders,176,4,KOLKATA KNIGHT RIDERS,,,,
1136589,Royal Challengers Bangalore,175,4,KOLKATA KNIGHT RIDERS,,,,
1136590,Chennai Super Kings,211,3,CHENNAI SUPER KINGS,,,,
1136590,Delhi Daredevils,198,4,CHENNAI SUPER KINGS,,,,
1136591,Mumbai Indians,153,6,ROYAL CHALLENGERS BANGALORE,,,,
1136591,Royal Challengers Bangalore,167,6,ROYAL CHALLENGERS BANGALORE,,,,
1136592,Delhi Daredevils,196,6,DELHI DAREDEVILS,,,,
1136592,Rajasthan Royals,146,4,DELHI DAREDEVILS,,,,
1136593,Chennai Super Kings,177,5,KOLKATA KNIGHT RIDERS,,,,
1136593,Kolkata Knight Riders,180,4,KOLKATA KNIGHT RIDERS,,,,
1136594,Kings XI Punjab,174,5,MUMBAI INDIANS,,,,
1136594,Mumbai Indians,176,4,MUMBAI INDIANS,,,,
1136595,Chennai Super Kings,128,4,CHENNAI SUPER KINGS,,,,
1136595,Royal Challengers Bangalore,127,7,CHENNAI SUPER KINGS,,,,
1136596,Delhi Daredevils,163,3,SUNRISERS HYDERABAD,,,,
1136596,Sunrisers Hyderabad,164,3,SUNRISERS HYDERABAD,,,,
1136597,Kolkata Knight Riders,168,6,MUMBAI INDIANS,,,,
1136597,Mumbai Indians,181,4,MUMBAI INDIANS,,,,
1136598,Kings XI Punjab,155,4,KINGS XI PUNJAB,,,,
1136598,Rajasthan Royals,152,8,KINGS XI PUNJAB,,,,
1136599,Royal Challengers Bangalore,141,6,SUNRISERS HYDERABAD,,,,
1136599,Sunrisers Hyderabad,146,8,SUNRISERS HYDERABAD,,,,
1136600,Kings XI Punjab,143,6,RAJASTHAN ROYALS,,,,
1136600,Rajasthan Royals,158,7,RAJASTHAN ROYALS,,,,
1136601,Kolkata Knight Riders,108,8,MUMBAI INDIANS,,,,
1136601,Mumbai Indians,210,6,MUMBAI INDIANS,,,,
1136602,Delhi Daredevils,187,3,SUNRISERS HYDERABAD,,,,
1136602,Sunrisers Hyderabad,191,1,SUNRISERS HYDERABAD,,,,
1136603,Chennai Super Kings,176,3,RAJASTHAN ROYALS,,,,
1136603,Rajasthan Royals,177,5,RAJASTHAN ROYALS,,,,
1136604,Kings XI Punjab,214,8,KOLKATA KNIGHT RIDERS,,,,
1136604,Kolkata Knight Riders,245,6,KOLKATA KNIGHT RIDERS,,,,
1136605,Delhi Daredevils,181,4,ROYAL CHALLENGERS BANGALORE,,,,
1136605,Royal Challengers Bangalore,187,5,ROYAL CHALLENGERS BANGALORE,,,,
1136606,Chennai Super Kings,180,1,CHENNAI SUPER KINGS,,,,
1136606,Sunrisers Hyderabad,179,4,CHENNAI SUPER KINGS,,,,
1136607,Mumbai Indians,168,6,RAJASTHAN ROYALS,,,,
1136607,Rajasthan Royals,171,3,RAJASTHAN ROYALS,,,,
1136608,Kings XI Punjab,88,7,ROYAL CHALLENGERS BANGALORE,,,,
1136608,Royal Challengers Bangalore,92,0,ROYAL CHALLENGERS BANGALORE,,,,
1136609,Kolkata Knight Riders,145,4,KOLKATA KNIGHT RIDERS,,,,
1136609,Rajasthan Royals,142,10,KOLKATA KNIGHT RIDERS,,,,
1136610,Kings XI Punjab,183,5,MUMBAI INDIANS,,,,
1136610,Mumbai Indians,186,8,MUMBAI INDIANS,,,,
1136611,Royal Challengers Bangalore,218,6,ROYAL CHALLENGERS BANGALORE,,,,
1136611,Sunrisers Hyderabad,204,3,ROYAL CHALLENGERS BANGALORE,,,,
1136612,Chennai Super Kings,128,6,DELHI DAREDEVILS,,,,
1136612,Delhi Daredevils,162,5,DELHI DAREDEVILS,,,,
1136613,Rajasthan Royals,164,4,RAJASTHAN ROYALS,,,,
1136613,Royal Challengers Bangalore,134,10,RAJASTHAN ROYALS,,,,
1136614,Kolkata Knight Riders,173,5,KOLKATA KNIGHT RIDERS,,,,
1136614,Sunrisers Hyderabad,172,8,KOLKATA KNIGHT RIDERS,,,,
1136615,Delhi Daredevils,174,3,DELHI DAREDEVILS,,,,
1136615,Mumbai Indians,163,10,DELHI DAREDEVILS,,,,
1136616,Chennai Super Kings,159,5,CHENNAI SUPER KINGS,,,,
1136616,Kings XI Punjab,153,10,CHENNAI SUPER KINGS,,,,
1136617,Chennai Super Kings,140,7,CHENNAI SUPER KINGS,,,,
1136617,Sunrisers Hyderabad,139,6,CHENNAI SUPER KINGS,,,,
1136618,Kolkata Knight Riders,169,7,KOLKATA KNIGHT RIDERS,,,,
1136618,Rajasthan Royals,144,4,KOLKATA KNIGHT RIDERS,,,,
1136619,Kolkata Knight Riders,160,8,SUNRISERS HYDERABAD,,,,
1136619,Sunrisers Hyderabad,174,5,SUNRISERS HYDERABAD,,,,
1136620,Chennai Super Kings,181,2,CHENNAI SUPER KINGS,,,,
1136620,Sunrisers Hyderabad,178,5,CHENNAI SUPER KINGS,,,,
1175356,Chennai Super Kings,71,3,CHENNAI SUPER KINGS,,,,
1175356,Royal Challengers Bangalore,70,9,CHENNAI SUPER KINGS,,,,
1175357,Kolkata Knight Riders,183,4,KOLKATA KNIGHT RIDERS,,,,
1175357,Sunrisers Hyderabad,181,3,KOLKATA KNIGHT RIDERS,,,,
1175358,Delhi Capitals,213,6,DELHI CAPITALS,,,,
1175358,Mumbai Indians,176,8,DELHI CAPITALS,,,,
1175359,Kings XI Punjab,184,4,KINGS XI PUNJAB,,,,
1175359,Rajasthan Royals,170,7,KINGS XI PUNJAB,,,,
1175360,Chennai Super Kings,150,4,CHENNAI SUPER KINGS,,,,
1175360,Delhi Capitals,147,6,CHENNAI SUPER KINGS,,,,
1175361,Kings XI Punjab,190,4,KOLKATA KNIGHT RIDERS,,,,
1175361,Kolkata Knight Riders,218,4,KOLKATA KNIGHT RIDERS,,,,
1175362,Mumbai Indians,187,8,MUMBAI INDIANS,,,,
1175362,Royal Challengers Bangalore,181,4,MUMBAI INDIANS,,,,
1175363,Rajasthan Royals,198,2,SUNRISERS HYDERABAD,,,,
1175363,Sunrisers Hyderabad,201,5,SUNRISERS HYDERABAD,,,,
1175364,Kings XI Punjab,177,2,KINGS XI PUNJAB,,,,
1175364,Mumbai Indians,176,7,KINGS XI PUNJAB,,,,
1175365,Delhi Capitals,195,6,DELHI CAPITALS,,,,
1175365,Kolkata Knight Riders,192,7,DELHI CAPITALS,,,,
1175366,Royal Challengers Bangalore,113,7,SUNRISERS HYDERABAD,,,,
1175366,Sunrisers Hyderabad,231,1,SUNRISERS HYDERABAD,,,,
1175367,Chennai Super Kings,175,5,CHENNAI SUPER KINGS,,,,
1175367,Rajasthan Royals,167,8,CHENNAI SUPER KINGS,,,,
1175368,Delhi Capitals,152,9,KINGS XI PUNJAB,,,,
1175368,Kings XI Punjab,166,7,KINGS XI PUNJAB,,,,
1175369,Rajasthan Royals,164,3,RAJASTHAN ROYALS,,,,
1175369,Royal Challengers Bangalore,158,4,RAJASTHAN ROYALS,,,,
1175370,Chennai Super Kings,133,8,MUMBAI INDIANS,,,,
1175370,Mumbai Indians,170,5,MUMBAI INDIANS,,,,
1175371,Delhi Capitals,129,8,SUNRISERS HYDERABAD,,,,
1175371,Sunrisers Hyderabad,131,5,SUNRISERS HYDERABAD,,,,
1175372,Kolkata Knight Riders,206,5,KOLKATA KNIGHT RIDERS,,,,
1175372,Royal Challengers Bangalore,205,3,KOLKATA KNIGHT RIDERS,,,,
1178393,Chennai Super Kings,160,3,CHENNAI SUPER KINGS,,,,
1178393,Kings XI Punjab,138,5,CHENNAI SUPER KINGS,,,,
1178394,Mumbai Indians,136,6,MUMBAI INDIANS,,,,
1178394,Sunrisers Hyderabad,96,10,MUMBAI INDIANS,,,,
1178395,Delhi Capitals,152,6,DELHI CAPITALS,,,,
1178395,Royal Challengers Bangalore,149,8,DELHI CAPITALS,,,,
1178396,Kolkata Knight Riders,140,2,KOLKATA KNIGHT RIDERS,,,,
1178396,Rajasthan Royals,139,3,KOLKATA KNIGHT RIDERS,,,,
1178397,Kings XI Punjab,151,4,KINGS XI PUNJAB,,,,
1178397,Sunrisers Hyderabad,150,3,KINGS XI PUNJAB,,,,
1178398,Chennai Super Kings,111,3,CHENNAI SUPER KINGS,,,,
1178398,Kolkata Knight Riders,108,8,CHENNAI SUPER KINGS,,,,
1178399,Kings XI Punjab,197,4,MUMBAI INDIANS,,,,
1178399,Mumbai Indians,198,6,MUMBAI INDIANS,,,,
1178400,Chennai Super Kings,155,5,CHENNAI SUPER KINGS,,,,
1178400,Rajasthan Royals,151,7,CHENNAI SUPER KINGS,,,,
1178401,Delhi Capitals,180,3,DELHI CAPITALS,,,,
1178401,Kolkata Knight Riders,178,7,DELHI CAPITALS,,,,
1178402,Mumbai Indians,187,5,RAJASTHAN ROYALS,,,,
1178402,Rajasthan Royals,188,6,RAJASTHAN ROYALS,,,,
1178403,Kings XI Punjab,173,4,ROYAL CHALLENGERS BANGALORE,,,,
1178403,Royal Challengers Bangalore,174,2,ROYAL CHALLENGERS BANGALORE,,,,
1178404,Chennai Super Kings,162,5,CHENNAI SUPER KINGS,,,,
1178404,Kolkata Knight Riders,161,7,CHENNAI SUPER KINGS,,,,
1178405,Delhi Capitals,155,7,DELHI CAPITALS,,,,
1178405,Sunrisers Hyderabad,116,10,DELHI CAPITALS,,,,
1178406,Mumbai Indians,172,5,MUMBAI INDIANS,,,,
1178406,Royal Challengers Bangalore,171,6,MUMBAI INDIANS,,,,
1178407,Kings XI Punjab,182,6,KINGS XI PUNJAB,,,,
1178407,Rajasthan Royals,170,7,KINGS XI PUNJAB,,,,
1178408,Chennai Super Kings,132,5,SUNRISERS HYDERABAD,,,,
1178408,Sunrisers Hyderabad,137,4,SUNRISERS HYDERABAD,,,,
1178409,Delhi Capitals,128,8,MUMBAI INDIANS,,,,
1178409,Mumbai Indians,168,4,MUMBAI INDIANS,,,,
1178410,Kolkata Knight Riders,203,4,ROYAL CHALLENGERS BANGALORE,,,,
1178410,Royal Challengers Bangalore,213,4,ROYAL CHALLENGERS BANGALORE,,,,
1178411,Mumbai Indians,161,5,RAJASTHAN ROYALS,,,,
1178411,Rajasthan Royals,162,4,RAJASTHAN ROYALS,,,,
1178412,Delhi Capitals,166,3,DELHI CAPITALS,,,,
1178412,Kings XI Punjab,163,7,DELHI CAPITALS,,,,
1178413,Kolkata Knight Riders,159,7,SUNRISERS HYDERABAD,,,,
1178413,Sunrisers Hyderabad,161,1,SUNRISERS HYDERABAD,,,,
1178414,Chennai Super Kings,160,6,ROYAL CHALLENGERS BANGALORE,,,,
1178414,Royal Challengers Bangalore,161,7,ROYAL CHALLENGERS BANGALORE,,,,
1178415,Delhi Capitals,193,4,DELHI CAPITALS,,,,
1178415,Rajasthan Royals,191,5,DELHI CAPITALS,,,,
1178416,Chennai Super Kings,176,3,CHENNAI SUPER KINGS,,,,
1178416,Sunrisers Hyderabad,175,3,CHENNAI SUPER KINGS,,,,
1178417,Kings XI Punjab,185,7,ROYAL CHALLENGERS BANGALORE,,,,
1178417,Royal Challengers Bangalore,202,4,ROYAL CHALLENGERS BANGALORE,,,,
1178418,Kolkata Knight Riders,175,5,RAJASTHAN ROYALS,,,,
1178418,Rajasthan Royals,177,7,RAJASTHAN ROYALS,,,,
1178419,Chennai Super Kings,109,10,MUMBAI INDIANS,,,,
1178419,Mumbai Indians,155,4,MUMBAI INDIANS,,,,
1178420,Rajasthan Royals,161,3,RAJASTHAN ROYALS,,,,
1178420,Sunrisers Hyderabad,160,8,RAJASTHAN ROYALS,,,,
1178421,Delhi Capitals,187,5,DELHI CAPITALS,,,,
1178421,Royal Challengers Bangalore,171,7,DELHI CAPITALS,,,,
1178422,Kolkata Knight Riders,232,2,KOLKATA KNIGHT RIDERS,,,,
1178422,Mumbai Indians,198,7,KOLKATA KNIGHT RIDERS,,,,
1178423,Kings XI Punjab,167,8,SUNRISERS HYDERABAD,,,,
1178423,Sunrisers Hyderabad,212,6,SUNRISERS HYDERABAD,,,,
1178425,Chennai Super Kings,179,4,CHENNAI SUPER KINGS,,,,
1178425,Delhi Capitals,99,9,CHENNAI SUPER KINGS,,,,
1178426,Mumbai Indians,171,5,MUMBAI INDIANS,,,,
1178426,Sunrisers Hyderabad,170,7,MUMBAI INDIANS,,,,
1178427,Kings XI Punjab,183,5,KOLKATA KNIGHT RIDERS,,,,
1178427,Kolkata Knight Riders,185,3,KOLKATA KNIGHT RIDERS,,,,
1178428,Delhi Capitals,121,5,DELHI CAPITALS,,,,
1178428,Rajasthan Royals,115,8,DELHI CAPITALS,,,,
1178429,Royal Challengers Bangalore,178,6,ROYAL CHALLENGERS BANGALORE,,,,
1178429,Sunrisers Hyderabad,175,7,ROYAL CHALLENGERS BANGALORE,,,,
1178430,Chennai Super Kings,170,5,KINGS XI PUNJAB,,,,
1178430,Kings XI Punjab,173,4,KINGS XI PUNJAB,,,,
1178431,Kolkata Knight Riders,133,7,MUMBAI INDIANS,,,,
1178431,Mumbai Indians,134,1,MUMBAI INDIANS,,,,
1181764,Chennai Super Kings,131,4,MUMBAI INDIANS,,,,
1181764,Mumbai Indians,132,4,MUMBAI INDIANS,,,,
1181766,Delhi Capitals,165,7,DELHI CAPITALS,,,,
1181766,Sunrisers Hyderabad,162,7,DELHI CAPITALS,,,,
1181767,Chennai Super Kings,151,4,CHENNAI SUPER KINGS,,,,
1181767,Delhi Capitals,147,9,CHENNAI SUPER KINGS,,,,
1181768,Chennai Super Kings,148,5,MUMBAI INDIANS,,,,
1181768,Mumbai Indians,149,7,MUMBAI INDIANS,,,,
1216492,Chennai Super Kings,166,5,CHENNAI SUPER KINGS,,,,
1216492,Mumbai Indians,162,9,CHENNAI SUPER KINGS,,,,
1216493,Delhi Capitals,160,6,DELHI CAPITALS,,,,
1216493,Kings XI Punjab,159,10,DELHI CAPITALS,,,,
1216494,Kolkata Knight Riders,84,7,ROYAL CHALLENGERS BANGALORE,,,,
1216494,Royal Challengers Bangalore,85,1,ROYAL CHALLENGERS BANGALORE,,,,
1216495,Mumbai Indians,149,8,SUNRISERS HYDERABAD,,,,
1216495,Sunrisers Hyderabad,151,0,SUNRISERS HYDERABAD,,,,
1216496,Chennai Super Kings,200,6,RAJASTHAN ROYALS,,,,
1216496,Rajasthan Royals,216,6,RAJASTHAN ROYALS,,,,
1216497,Delhi Capitals,135,9,KOLKATA KNIGHT RIDERS,,,,
1216497,Kolkata Knight Riders,194,6,KOLKATA KNIGHT RIDERS,,,,
1216498,Kings XI Punjab,126,6,KINGS XI PUNJAB,,,,
1216498,Sunrisers Hyderabad,114,9,KINGS XI PUNJAB,,,,
1216499,Mumbai Indians,166,5,MUMBAI INDIANS,,,,
1216499,Royal Challengers Bangalore,164,6,MUMBAI INDIANS,,,,
1216500,Delhi Capitals,184,6,DELHI CAPITALS,,,,
1216500,Rajasthan Royals,138,10,DELHI CAPITALS,,,,
1216501,Chennai Super Kings,157,5,KOLKATA KNIGHT RIDERS,,,,
1216501,Kolkata Knight Riders,167,9,KOLKATA KNIGHT RIDERS,,,,
